Item number;Name;Station code
4251;New Rowing;336857
4252;New Guta (OP.);331020
4253;New Dubrova (OP.);147224
4254;New Zhadova (OP.);369526
4255;New Life (OP);141711
4256;New Cossack (OP.);432274
4257;New Niva (OP.);157334
4258;New Rudnya (OP.);151220
4259;New Steppe (OP.);419667
4260;Novgorod-Seversky;339906
4261;Nove Selo Platform (OP.);384314
4262;Beginners (OP);341617
4263;Novoalekseevka;475405
4264;Novobakhmutovka;482771
4265;Novobelitskaya;150208
4266;Novobelichi (OP.);322318
4267;Novoberekskaya (OP.);443334
4268;New block;466923
4269;Novorecruitment (rzd.);441644
4270;Newly merry;476408
4271;Novogorki (OP.);148320
4272;Novograd-Volynsky I;348002
4273;Novograd-Volynsky I (exp.);346702
4274;Novograd-Volynsky II;348021
4275;Novogrodovka;482201
4276;Novogupolovka;464805
4277;Novodamantovo (OP.);424422
4278;Novodanilovka;414331
4279;Novodvortsy;148617
4280;Novodepovskaya (OP.);405116
4281;Novodzhambulskaya;706751
4282;Novodmitrievsky (rzd.);416515
4283;Novodruzhevskaya;498303
4284;Novodubrovsky;337614
4285;New Horticulture (OP.);415122
4286;New Village (OP.);384174
4287;New Village (OP.);145318
4288;Novoekaterinovka (rzd.);419621
4289;Novoyelnya;138206
4290;Novozhanovo;440822
4291;Novozolotarevka;498407
4292;Novozolotarevka (exp.);499407
4293;Novoishimskaya;685707
4294;Novokarlovka;464307
4295;Novokievka;418923
4296;Novokrasnoe (OP.);413413
4297;Novolipovsky (OP.);159039
4298;Novolisogorka (OP.);333517
4299;Novolukoml;168409
4300;Novomirgorod;423504
4301;Novomoskovsk-Dneprovsky;452009
4302;Novopavlovka (OP.);416229
4303;Novopetrivka (rzd.);416017
4304;Novopolotsk;165504
4305;Novopoltavka;414702
4306;Novoposhtovaya (OP.);491766
4307;Novosavitskaya (exp.);392306
4308;Novosavitskaya;390207
4309;Novosady;141500
4310;Novosvetlovsky;508308
4311;Novoselitsa (rzd.);421458
4312;Novoselitsa;367107
4313;Novoselki (OP.);164323
4314;Novoselki (OP.);375813
4315;Novoselki (OP.);421443
4316;Novoselovka (OP.);405510
4317;Novoselovka (OP.);490068
4318;Novoselovka (OP.);440069
4319;Novosenzhary;447405
4320;Novososnovsky (OP.);498854
4321;Novostav (OP.);359219
4322;Novotroyanda (OP.);322638
4323;Novoukrainka;411808
4324;Novoustkamenogorsk;713806
4325;Novofilippovka (OP.);410415
4326;Novoshichi (OP);375743
4327;New Bezradichi;320905
4328;New Belokorovichi (OP.);349113
4329;New Twists (OP.);432221
4330;New Bows (OP.);155837
4331;New Uses (OP.);336325
4332;New Oleshki (OP.);417039
4333;New Aidar;507907
4334;New Athos;574032
4335;New Bug;414609
4336;New Maikuduk (OP.);673717
4337;New World;483702
4338;New Stav (OP.);370735
4339;New Chinaz;724502
4340;New Juncom;504307
4341;Nogaites;660702
4342;Noragavit;567433
4343;Nor-Achin (resp.);567749
4344;Norinsk (OP.);349734
4345;Nosachevo (OP.);422639
4346;Nosiri (OP);571814
4347;Nosovichi (OP.);150617
4348;Nosovka;323804
4349;Nugayty;660702
4350;Nuino-Old (OP.);354588
4351;Nukus;739007
4352;Noora;673204
4353;Nurbulok;728204
4354;Nurly;700558
4355;Nurnus (rzd.);568116
4356;N?mme;81205
4357;Nymmk?la;80024
4358;Nynova (OP.);85460
4359;New;85742
4360;Nyrkovo;497705
4361;Nuvedi (resp.);551149
4362;Oasis (rzd.);662913
4363;Oasis (rzd) (exp.);662905
4364;Obarov;359401
4365;Bypass;450408
4366;bypass;348727
4367;Obg. Item No. 115;699740
4368;Obg. Item No. 116;694516
4369;Obg. Item #41;711393
4370;Obg. Item No. 42;690229
4371;Obg. Point Z09 km;410034
4372;Obg. Point 347 km;486749
4373;Obenizhi (OP.);353231
4374;Overview (OP.);490922
4375;Abundant;476107
4376;Cloudy (OP.);493013
4377;Obolon (OP.);320651
4378;Obol;161109
4379;Obroshin;370311
4380;Bypass (rzd.);406852
4381;General;464006
4382;Ovadandepe;750103
4383;Ovadno;353212
4384;Ovidiopol;402917
4385;Vegetable (OP.);431214
4386;ravines;506406
4387;Ovruch;346806
4388;Ogdemer (OP.);133014
4389;Ognevka;714001
4390;Ogolichi (OP.);153511
4391;Ogorodnaya (OP.);414948
4392;Garden;507704
4393;Ogre;94101
4394;Oguzabat;752438
4395;Oguzhan;756604
4396;Ogultsy;449504
4397;Ogurtsovo (OP.);433510
4398;Odessa-Vostochnaya;400023
4399;Odessa-Home;400216
4400;Odessa-Western;401702
4401;Odessa-Zapadnaya (exp.);402902
4402;Odessa-Zastava I;405101
4403;Odessa-Zastava I (exp.);404109
4404;Odessa-Zastava II;400822
4405;Odessa-Liski;419903
4406;Odessa-Liski (exp.);419800
4407;Odessa-Malaya (OP.);400220
4408;Odessa-Peresyp (exp.);400700
4409;Odessa-Peresyp;400803
4410;Odessa-Poezdnaya (OP.);400235
4411;Odessa-Port;400305
4412;Odessa-Port (exp.);400409
4413;Odessa-sorting;400004
4414;Odessa-Commodity;400201
4415;Odessa-Tovarnaya (exp.);410805
4416;One-shot (exp.);444500
4417;one-piece;432700
4418;Ozhidov-Olesko;351109
4419;Ozdov (OP.);357618
4420;Land (OP);147313
4421;lake;140704
4422;lakes;360632
4423;Ozernaya;684302
4424;Ozernaya (OP.);133414
4425;Ozernitsa;136906
4426;Ozerny (red.);344730
4427;Lakers;350106
4428;Lakers-Pilatkovtsy;363905
4429;Ozodlik;723102
4430;Ozolnieki (OP.);91616
4431;Ozolsala;114216
4432;Ozurgeti;571000
4433;Okzhar;729400
4434;Windows of Bukovina;366000
4435;Oknazar;729014
4436;Ocnita;394104
4437;Ocnita (exp.);395304
4438;Window (OP.);388921
4439;Okrabot;729005
4440;October;688002
4441;October (OP.);441150
4442;October (OP.);147217
4443;Olaine;91508
4444;Oldysh (OP.);445414
4445;Olevsk;348905
4446;Oleinikovo;413517
4447;Olekhnovichi;142409
4448;Oleshin (OP.);334067
4449;Oleshkov (OP.);389233
4450;Oleshnik (OP.);384422
4451;Oleshnya (OP.);324243
4452;Olivino (OP);430067
4453;Olishkan (rzd.);396010
4454;Ollepa (OP.);88721
4455;Olustvere (OP.);88810
4456;Olyka;359100
4457;Olga (OP.);346651
4458;Alder;507502
4459;Alder (exp.);507409
4460;Olkhovka (former Alkhovka) (OP.);157029
4461;Olkhovtsy (OP.);333416
4462;Olshanitsa;344209
4463;Omelnik (OP.);425069
4464;Omelnya (OP.);147826
4465;Onakovtsy (OP.);381034
4466;Op 10 km (OP.);483026
4467;Op 1092 km (OP.);488532
4468;Op 125 km (OP.);505333
4469;Op 16 km (OP.);483030
4470;Op 241 km (OP.);422936
4471;Op 247 km (OP.);422944
4472;Op 255 km (OP.);423152
4473;Op 264 km (OP.);423167
4474;Op 47Z km (OP.);494730
4475;Op 4Z8 km (OP.);495131
4476;Op 63 km (OP.);399358
4477;Op 91 km (OP.);467023
4478;Op 98 km (OP.);507381
4479;Op rap (OP.);507019
4480;OpBonevichi (OP.);375014
4481;Oporets (OP.);383754
4482;support;662604
4483;Experienced (OP);415014
4484;Experienced (OP);323819
4485;Orava;85121
4486;Oranchitsy;133607
4487;Orats;420506
4488;Ordovka;442100
4489;Ordubad;550907
4490;Orelka;442609
4491;oreps;347921
4492;Nut Grove (rzd.);446826
4493;Orekhovskaya;464107
4494;Orzhev (OP.);359312
4495;Orzhitsa (OP.);424827
4496;Orlik;412603
4497;Orlova Sloboda;489200
4498;Orlovichi (OP.);132939
4499;Oryol region;452808
4500;Eaglet (spd.);476821
4501;Oro Wastas (OP);120325
4502;Irrigation (OP.);419354
4503;Orsichi (OP.);147440
4504;Orta-Deresin;677607
4505;Ortakudyk;700562
4506;Oru;83427
4507;Orchik;441413
4508;Orsha-Vostochnaya;166704
4509;Orsha-Western;166507
4510;Orsha-Zapadnaya-junction;166719
4511;Orsha-Northern;166808
4512;Orsha-Central;166403
4513;Settlement (OP.);430156
4514;Osakarovka;673609
4515;Sturgeon (OP.);462072
4516;Osiauri (OP.);577219
4517;Osievka (OP.);408675
4518;Osikovat;414223
4519;Osinovka;169007
4520;Osinovka (exp.);169100
4521;Osinovka (OP.);429337
4522;Osinovo (OP.);430122
4523;Osipovichi I;146407
4524;Osipovichi II;146414
4525;Osipovichi III;146433
4526;Osipovka;409808
4527;Osipovshchina (OP.);138615
4528;Osmanly-New;552620
4529;Osmolovichi (OP.);159128
4530;Osnitsk (OP.);355810
4531;The basis;440209
4532;Osnyagi (OP);426926
4533;Osnyaki (OP.);324313
4534;Osov (OP.);154514
4535;Osovets;158110
4536;Osovo (OP.);146128
4537;Sow thistle (OP.);328166
4538;Rest Point 1 km (OP.);496030
4539;Rest Point 2 km (OP.);507112
4540;Rest Point 2 km (OP.);425213
4541;Rest Point 4 km (OP.);497710
4542;Rest Point 4 km (OP.);483628
4543;Rest Point 4 km (OP.);340049
4544;Rest Point 4 km (OP.);493530
4545;Rest Point 4 km (OP.);425514
4546;Rest Point 5 km (OP.);751329
4547;Rest Point 5 km (OP.);483223
4548;Rest Point 5 km (OP.);431017
4549;Rest Point 5 km (OP.);335873
4550;Rest Point 5 km (OP.);483632
4551;Rest Point 5 km (OP.);456832
4552;Rest Item 5 park (OP.);374685
4553;Rest Point 6 km (OP.);457110
4554;Rest Point 6 km (OP.);505653
4555;Rest Point 6 km (OP.);723511
4556;Rest Point 6 km (OP.);442115
4557;Rest Point 6 km (OP.);500611
4558;Rest Point 6 km (OP.);440849
4559;Rest Point 6 km (OP.);481117
4560;Rest Point 6 km (OP.);455825
4561;Rest Point 7 km (OP.);487436
4562;Rest Point 7 km (OP.);504237
4563;Rest Point 7 km (OP.);449716
4564;Rest Point 7 km (OP.);497724
4565;Rest Point 7 km (OP.);440834
4566;Rest Point 7 km (OP.);440815
4567;Rest Point 7 km (OP.);430743
4568;Rest Point 7 km (OP.);733513
4569;Rest Point 7 km (OP.);428118
4570;Rest Point 8 km (OP.);431445
4571;Rest Point 8 km (OP.);428014
4572;Rest Point 9 km (OP.);426837
4573;Rest Point 9 km (OP.);446135
4574;Rest Point 9 km (OP.);503516
4575;Rest Point 3 km (OP.);428029
4576;Rest Point 3 km (OP.);480013
4577;Rest Point 3 km (OP.);485943
4578;Rest Point 3 km (OP.);448728
4579;Rest Point 3 km (OP.);488227
4580;Rest Point 3 km (OP.);723526
4581;Rest Point 10 km (OP.);496064
4582;Rest Point 10 km (OP.);387030
4583;Rest Point 10 km (OP.);740019
4584;Rest Point 11 km (OP.);168767
4585;Rest Point 11 km (OP.);442149
4586;Rest Point 11 km (OP.);425548
4587;Rest Point 11 km (OP.);480422
4588;Rest Point 11 km (OP.);483613
4589;Rest Point 12 km (OP.);475424
4590;Rest Point 12 km (OP.);425552
4591;Rest Point 12 km (OP.);500043
4592;Rest Point 14 km (OP.);674118
4593;Rest Point 14 km (OP.);503022
4594;Rest Point 14 km (OP.);505622
4595;Rest Point 14 km (OP.);506514
4596;Rest Point 14 km (OP.);719215
4597;Rest Point 14 km (OP.);483312
4598;Rest Point 14 km (OP.);442153
4599;Rest Point 15 km (OP.);500433
4600;Rest Point 15 km (OP.);150299
4601;Rest Point 15 km (OP.);740023
4602;Rest Point 15 km (OP.);491728
4603;Rest Point 16 km (OP.);442168
4604;Rest Point 17 km (OP.);674137
4605;Rest Point 17 km (OP.);495042
4606;Rest Point 18 km (OP.);740038
4607;Rest Point 18 km (OP.);457214
4608;Rest Point 18 km (OP.);496115
4609;Rest Point 18 km (OP.);491713
4610;Rest Point 18 km (OP.);503018
4611;Rest Point 18 km (OP.);483219
4612;Rest Point 18 km (OP.);440529
4613;Rest Point 19 km (OP.);167016
4614;Rest Point 19 km (OP.);482767
4615;Rest Point 19 km (OP.);493511
4616;Rest Point 13 km (OP.);430955
4617;Rest Point 13 km (OP.);733617
4618;Rest Point 13 km (OP.);440514
4619;Rest Point 20 km (OP.);430724
4620;Rest Point 20 km (OP.);719228
4621;Rest Point 20 km (OP.);504114
4622;Rest Point 21 km (OP.);466637
4623;Rest Point 21 km (OP.);740042
4624;Rest Point 22 km (OP.);490918
4625;Rest Point 22 km (OP.);709321
4626;Rest Point 22 km (OP.);723314
4627;Rest Point 24 km (OP.);493066
4628;Rest Point 24 km (OP.);440548
4629;Rest Point 24 km (OP.);491658
4630;Rest Point 25 km (OP.);167020
4631;Rest Point 25 km (OP.);719234
4632;Rest Point 25 km (OP.);440552
4633;Rest Point 25 km (OP.);457125
4634;Rest Point 25 km (OP.);426019
4635;Rest Point 26 km (OP.);731912
4636;Rest Point 26 km (OP.);493418
4637;Rest Point 26 km (OP.);740517
4638;Rest Point 27 km (OP.);428724
4639;Rest Point 27 km (OP.);457233
4640;Rest Point 27 km (OP.);444375
4641;Rest Point 29 km (OP.);466656
4642;Rest Point 23 km (OP.);495061
4643;Rest Point 23 km (OP.);713810
4644;Rest Point 23 km (OP.);442187
4645;Rest Point 40 km (OP.);497512
4646;Rest Point 40 km (OP.);426911
4647;Rest Point 40 km (OP.);491639
4648;Rest Point 40 km (OP.);445113
4649;Rest Point 41 km (OP.);733710
4650;Rest Point 41 km (OP.);430921
4651;Rest Point 41 km (OP.);493051
4652;Rest Point 41 km (OP.);490833
4653;Rest Point 41 km (OP.);326427
4654;Rest Point 42 km (OP.);466444
4655;Rest Point 44 km (OP.);723225
4656;Rest Point 45 km (OP.);713844
4657;Rest Point 45 km (OP.);457163
4658;Rest Point 45 km (OP.);431252
4659;Rest Point 46 km (OP.);493047
4660;Rest Point 47 km (OP.);502316
4661;Rest Point 47 km (OP.);484423
4662;Rest Point 47 km (OP.);490852
4663;Rest Point 47 km (OP.);466431
4664;Rest Point 48 km (OP.);489412
4665;Rest Point 48 km (OP.);466425
4666;Rest Point 49 km (OP.);367130
4667;Rest Point 49 km (OP.);740714
4668;Rest Point 49 km (OP.);496312
4669;Rest Point 49 km (OP.);401933
4670;Rest Point 49 km (OP.);713859
4671;Rest Point 49 km (OP.);493032
4672;Rest Point 43 km (OP.);740610
4673;Rest Point 43 km (OP.);491643
4674;Rest Point 43 km (OP.);484419
4675;Rest Point 50 km (OP.);91828
4676;Rest Point 51 km (OP.);755122
4677;Rest Point 51 km (OP.);466410
4678;Rest Point 51 km (OP.);731927
4679;Rest Point 51 km (OP.);392819
4680;Rest Point 51 km (OP.);428813
4681;Rest Point 51 km (OP.);417128
4682;Rest Point 52 km (OP.);445217
4683;Rest Point 52 km (OP.);493028
4684;Rest Point 52 km (OP.);733833
4685;Rest Point 54 km (OP.);457619
4686;Rest Point 55 km (OP.);496261
4687;Rest Point 56 km (OP.);722025
4688;Rest Point 57 km (OP.);713863
4689;Rest Point 58 km (OP.);350731
4690;Rest Point 58 km (OP.);502212
4691;Rest Point 59 km (OP.);445310
4692;Rest Point 59 km (OP.);733829
4693;Rest Point 53 km (OP.);441714
4694;Rest Point 53 km (OP.);409028
4695;Rest Point 6 km (OP.);326227
4696;Rest Point 60 km (OP.);740945
4697;Rest Point 60 km (OP.);466317
4698;Rest Point 61 km (OP.);428832
4699;Rest Point 61 km (OP.);723013
4700;Rest Point 61 km (OP.);506020
4701;Rest Point 61 km (OP.);467610
4702;Rest Point 62 km (OP.);344938
4703;Rest Point 65 km (OP.);740930
4704;Rest Point 65 km (OP.);363110
4705;Rest Point 67 km (OP.);426150
4706;Rest Point 68 km (OP.);733814
4707;Rest Point 68 km (OP.);445611
4708;Rest Point 68 km (OP.);496844
4709;Rest Point 68 km (OP.);350712
4710;Rest Point 69 km (OP.);481321
4711;Rest Point 69 km (OP.);675962
4712;Rest Point 69 km (OP.);496238
4713;Rest Point 70 km (OP.);339713
4714;Rest Point 70 km (OP.);445626
4715;Rest Point 71 km (OP.);709355
4716;Rest Point 71 km (OP.);755211
4717;Rest Point 71 km (OP.);496834
4718;Rest Point 72 km (OP.);740911
4719;Rest Point 72 km (OP.);561422
4720;Rest Point 72 km (OP.);433332
4721;Rest Point 74 km (OP.);755226
4722;Rest Point 75 km (OP.);466213
4723;Rest Point 76 km (OP.);714014
4724;Rest Point 76 km (OP.);722839
4725;Rest Point 77 km (OP.);496810
4726;Rest Point 78 km (OP.);489018
4727;Rest Point 78 km (OP.);507127
4728;Rest Point 79 km (OP.);458217
4729;Rest Point 79 km (OP.);433313
4730;Rest Point 80 km (OP.);449114
4731;Rest Point 80 km (OP.);507131
4732;Rest Point 81 km (OP.);426216
4733;Rest Point 82 km (OP.);345042
4734;Rest Point 82 km (OP.);506047
4735;Rest Point 85 km (OP.);507319
4736;Rest Point 85 km (OP.);722816
4737;Rest Point 86 km (OP.);430512
4738;Rest Point 87 km (OP.);755315
4739;Rest Point 87 km (OP.);466112
4740;Rest Point 89 km (OP.);733937
4741;Rest Point 83 km (OP.);741011
4742;Rest Point 83 km (OP.);466124
4743;Rest Point 83 km (OP.);375616
4744;Rest Point 91 km (OP.);709374
4745;Rest Point 92 km (OP.);755320
4746;Rest Point 94 km (OP.);755334
4747;Rest Point 95 km (OP.);714118
4748;Rest Point 95 km (OP.);733918
4749;Rest Point 96 km (OP.);722716
4750;Rest Point 96 km (OP.);339821
4751;Rest Point 96 km (OP.);442331
4752;Rest Point 96 km (OP.);466016
4753;Rest Point 97 km (OP.);755349
4754;Rest Point 97 km (OP.);505920
4755;Rest Point 98 km (OP.);505916
4756;Rest Point 98 km (OP.);344232
4757;Rest Point 99 km (OP.);462814
4758;Rest Point 99 km (OP.);445819
4759;Rest Point 93 km (OP.);466020
4760;Rest Point 93 km (OP.);733922
4761;Rest Point 3 km (OP.);326041
4762;Rest Point 31 km (OP.);740536
4763;Rest Point 31 km (OP.);462316
4764;Rest Point 32 km (OP.);497616
4765;Rest Point 32 km (OP.);502814
4766;Rest Point 34 km (OP.);709336
4767;Rest Point 34 km (OP.);733725
4768;Rest Point 34 km (OP.);457144
4769;Rest Point 34 km (OP.);490960
4770;Rest Point 35 km (OP.);490975
4771;Rest Point 35 km (OP.);740540
4772;Rest Point 36 km (OP.);426042
4773;Rest Point 37 km (OP.);481016
4774;Rest Point 37 km (OP.);706728
4775;Rest Point 38 km (OP.);490829
4776;Rest Point 39 km (OP.);375936
4777;Rest Point 39 km (OP.);426061
4778;Rest Point 33 km (OP.);503817
4779;Rest Point 33 km (OP.);713825
4780;Rest Point 100 km (OP.);714122
4781;Rest Point 101 km (OP.);465874
4782;Rest Point 102 km (OP.);755353
4783;Rest Point 102 km (OP.);442327
4784;Rest Point 102 km (OP.);445823
4785;Rest Point 105 km (OP.);465865
4786;Rest Point 105 km (OP.);505812
4787;Rest Point 106 km (OP.);396114
4788;Rest Point 106 km (OP.);722631
4789;Rest Point 108 km (OP.);734018
4790;Rest Point 109 km (OP.);709389
4791;Rest Point 109 km (OP.);722627
4792;Rest Point 103 km (OP.);501313
4793;Rest Point 110 km (OP.);465846
4794;Rest Point 110 km (OP.);722612
4795;Rest Point 112 km (OP.);467318
4796;Rest Point 112 km (OP.);734126
4797;Rest Point 114 km (OP.);465827
4798;Rest Point 114Z km (OP.);461949
4799;Rest Point 116 km (OP.);467324
4800;Rest Point 116 km (OP.);755368
4801;Rest Point 117 km (OP.);676217
4802;Rest Point 118 km (OP.);734111
4803;Rest Point 118 km (OP.);467339
4804;Rest Point 119 km (OP.);456334
4805;Rest Point 120 km (OP.);433012
4806;Rest Point 120 km (OP.);396311
4807;Rest Point 122 km (OP.);714211
4808;Rest Point 122 km (OP.);442420
4809;Rest Point 124 km (OP.);755372
4810;Rest Point 127 km (OP.);465742
4811;Rest Point 128 km (OP.);568953
4812;Rest Point 129 km (OP.);465738
4813;Rest Point 12Z km (OP.);465757
4814;Rest Point 12Z km (OP.);476319
4815;Rest Point 140 km (OP.);755419
4816;Rest Point 140 km (OP.);505121
4817;Rest Point 141 km (OP.);432946
4818;Rest Point 142 km (OP.);465348
4819;Rest Point 145 km (OP.);755423
4820;Rest Point 146 km (OP.);432927
4821;Rest Point 146 km (OP.);426822
4822;Rest Point 147 km (OP.);428349
4823;Rest Point 148 km (OP.);465329
4824;Rest Point 148 km (OP.);714315
4825;Rest Point 149 km (OP.);329823
4826;Rest Point 14Z km (OP.);447585
4827;Rest Point 14Z km (OP.);505117
4828;Rest Point 150 km (OP.);682612
4829;Rest Point 150 km (OP.);465314
4830;Rest Point 151 km (OP.);505047
4831;Rest Point 151 km (OP.);741717
4832;Rest Point 154 km (OP.);393811
4833;Rest Point 154 km (OP.);430029
4834;Rest Point 159 km (OP.);465210
4835;Rest Point 159 km (OP.);135246
4836;Rest Point 160 km (OP.);421316
4837;Rest Point 160 km (OP.);755512
4838;Rest Point 162 km (OP.);504947
4839;Rest Point 162 km (OP.);741810
4840;Rest Point 166 km (OP.);388654
4841;Rest Point 167 km (OP.);504932
4842;Rest Point 167 km (OP.);429623
4843;Rest Point 168 km (OP.);446417
4844;Rest Point 172 km (OP.);708225
4845;Rest Point 172 km (OP.);393927
4846;Rest Point 174 km (OP.);714512
4847;Rest Point 175 km (OP.);504913
4848;Rest Point 182 km (OP.);451928
4849;Rest Point 185 km (OP.);427312
4850;Rest Point 185 km (OP.);708236
4851;Rest Point 189 km (OP.);676240
4852;Rest Point 195 km (OP.);421424
4853;Rest Point 196 km (OP.);427331
4854;Rest Point 197 km (OP.);447212
4855;Rest Point 198 km (OP.);708244
4856;Rest Point 198 km (OP.);446718
4857;Rest Point 199 km (OP.);684711
4858;Rest Point 19‡ km (OP.);394227
4859;Rest Point 130 km (OP.);430137
4860;Rest Point 1‡1 km (OP.);505160
4861;Rest Point 1‡2 km (OP.);420811
4862;Rest Point 1‡2 km (OP.);709393
4863;Rest Point 135 km (OP.);505140
4864;Rest Point 1‡6 km (OP.);714226
4865;Rest Point 1‡6 km (OP.);428315
4866;Rest Point 1‡6 km (OP.);442519
4867;Rest Point 1‡7 km (OP.);452314
4868;Rest Point 1‡7 km (OP.);428372
4869;Rest Point 1‡7 km (OP.);477612
4870;Rest Point 1‡8 km (OP.);465367
4871;Rest Point 1‡9 km (OP.);741416
4872;Rest Point 133 km (OP.);465719
4873;Rest Point 133 km (OP.);505155
4874;Rest Point 133 km (OP.);329919
4875;Rest Point 202 km (OP.);394246
4876;Rest Point 202 km (OP.);660632
4877;Rest Point 204 km (OP.);725610
4878;Rest Point 205 km (OP.);725625
4879;Rest Point 205 km (OP.);432575
4880;Rest Point 209 km (OP.);447725
4881;Rest Point 20‡ km (OP.);725413
4882;Rest Point 210 km (OP.);92214
4883;Rest Point 217 km (OP.);432537
4884;Rest Point 218 km (OP.);411812
4885;Rest Point 21‡ km (OP.);463817
4886;Rest Point 220 km (OP.);755813
4887;Rest Point 221 km (OP.);459421
4888;Rest Point 224 km (OP.);444623
4889;Rest Point 225 km (OP.);755828
4890;Rest Point 226 km (OP.);411738
4891;Rest Point 242 km (OP.);464025
4892;Rest Point 242 km (OP.);459313
4893;Rest Point 248 km (OP.);425088
4894;Rest Point 248 km (OP.);411634
4895;Rest Point 256 km (OP.);92017
4896;Rest Point 257 km (OP.);459224
4897;Rest Point 258 km (OP.);398317
4898;Rest Point 25‡ km (OP.);425035
4899;Rest Point 25‡ km (OP.);459239
4900;Rest Point 260 km (OP.);755832
4901;Rest Point 261 km (OP.);411615
4902;Rest Point 265 km (OP.);416918
4903;Rest Point 265 km (OP.);713312
4904;Rest Point 26‡ km (OP.);459218
4905;Rest Point 271 km (OP.);755917
4906;Rest Point 272 km (OP.);427717
4907;Rest Point 275 km (OP.);713327
4908;Rest Point 276 km (OP.);708314
4909;Rest Point 277 km (OP.);459116
4910;Rest Point 279 km (OP.);755921
4911;Rest Point 281 km (OP.);427736
4912;Rest Point 282 km (OP.);713331
4913;Rest Point 284 km (OP.);665123
4914;Rest Point 287 km (OP.);427767
4915;Rest Point 289 km (OP.);425073
4916;Rest Point 28‡ km (OP.);427740
4917;Rest Point 28‡ km (OP.);355716
4918;Rest Point 294 km (OP.);448215
4919;Rest Point 294 km (OP.);410815
4920;Rest Point 296 km (OP.);755940
4921;Rest Point 298 km (OP.);459027
4922;Rest Point 299 km (OP.);713416
4923;Rest Point 299 km (OP.);327356
4924;Rest Point 230 km (OP.);411723
4925;Rest Point 2‡2 km (OP.);665015
4926;Rest Point 2‡2 km (OP.);427514
4927;Rest Point 2‡5 km (OP.);708263
4928;Rest Point 2‡5 km (OP.);427524
4929;Rest Point 2‡8 km (OP.);459328
4930;Rest Point 2‡9 km (OP.);453618
4931;Rest Point 402 km (OP.);718418
4932;Rest Point 407 km (OP.);482112
4933;Rest Point 408 km (OP.);486240
4934;Rest Point 412 km (OP.);486236
4935;Rest Point 444 km (OP.);495019
4936;Rest Point 446 km (OP.);480136
4937;Rest Point 447 km (OP.);480121
4938;Rest Point 449 km (OP.);738112
4939;Rest Point 450 km (OP.);480117
4940;Rest Point 454 km (OP.);480047
4941;Rest Point 456 km (OP.);494834
4942;Rest Point 468 km (OP.);758116
4943;Rest Point 470 km (OP.);494711
4944;Rest Point 474 km (OP.);758120
4945;Rest Point 486 km (OP.);758145
4946;Rest Point 495 km (OP.);494514
4947;Rest Point 4‡2 km (OP.);482714
4948;Rest Point 4‡7 km (OP.);482733
4949;Rest Point 433 km (OP.);482729
4950;Rest Point 507 km (OP.);328812
4951;Rest Point 515 km (OP.);328831
4952;Rest Point 525 km (OP.);113641
4953;Rest Point 528 km (OP.);737711
4954;Rest Point 547 km (OP.);737618
4955;Rest Point 54Z km (OP.);711110
4956;Rest Point 552 km (OP.);711124
4957;Rest Point 564 km (OP.);737529
4958;Rest Point 58‡ km (OP.);737410
4959;Rest Point 595 km (OP.);737433
4960;Rest Point 606 km (OP.);737317
4961;Rest Point 609 km (OP.);737321
4962;Rest Point 612 km (OP.);737336
4963;Rest Point 618 km (OP.);737355
4964;Rest Point 669 km (OP.);324027
4965;Rest Point 684 km (OP.);429318
4966;Rest Point 702 km (OP.);429214
4967;Rest Point 71‡ km (OP.);673149
4968;Rest Point 720 km (OP.);429068
4969;Rest Point 729 km (OP.);429040
4970;Rest Point 746 km (OP.);428512
4971;Rest Point 77‡ km (OP.);428423
4972;Rest Point 7‡2 km (OP.);429036
4973;Rest Point 7‡7 km (OP.);432310
4974;Rest Point 7‡8 km (OP.);429017
4975;Rest Point 805 km (OP.);509033
4976;Rest Point 826 km (OP.);509118
4977;Rest Point 829 km (OP.);443442
4978;Rest Point 82‡ km (OP.);430052
4979;Rest Point 849 km (OP.);431676
4980;Rest Point 84Z km (OP.);509156
4981;Rest Point 85‡ km (OP.);509211
4982;Rest Point 865 km (OP.);443368
4983;Rest Point 868 km (OP.);509245
4984;Rest Point 872 km (OP.);443226
4985;Rest Point 878 km (OP.);443211
4986;Rest Point 8‡1 km (OP.);430321
4987;Rest Point 8‡6 km (OP.);509137
4988;Rest Point 8‡8 km (OP.);430349
4989;Rest Point 900 km (OP.);507957
4990;Rest Point 920 km (OP.);507911
4991;Rest Point 927 km (OP.);507837
4992;Rest Point 941 km (OP.);498619
4993;Rest Point 950 km (OP.);493623
4994;Rest Point 955 km (OP.);498040
4995;Rest Point 969 km (OP.);497832
4996;Rest Point 984 km (OP.);507659
4997;Rest Point 9‡4 km (OP.);493723
4998;Rest Point 9‡6 km (OP.);442859
4999;Rest Point 9‡8 km (OP.);507748
5000;Rest Point 302 km (OP.);755955
5001;Rest Point 302 km (OP.);327345
5002;Rest Point Z05 km (OP.);358818
5003;Rest Point Z05 km (OP.);755968
5004;Rest Point 307 km (OP.);411210
5005;Rest Point 308 km (OP.);713420
5006;Rest Point 308 km (OP.);327326
5007;Rest Point 309 km (OP.);410326
5008;Rest Point 303 km (OP.);462528
5009;Rest Point 303 km (OP.);448234
5010;Rest Point 303 km (OP.);459012
5011;Rest Point 312 km (OP.);755989
5012;Rest Point 312 km (OP.);327311
